long,lat,group,order,region,subregion
-88.2034683227539,17.5166015625,19,349,Belize,NA
-88.2671890258789,17.392578125,19,350,Belize,NA
-88.288818359375,17.31269645690918,19,351,Belize,NA
-88.29399108886719,17.192138671875,19,352,Belize,NA
-88.2618179321289,16.963037490844727,19,353,Belize,NA
-88.31343078613281,16.63276481628418,19,354,Belize,NA
-88.404541015625,16.488622665405273,19,355,Belize,NA
-88.46113586425781,16.433788299560547,19,356,Belize,NA
-88.56230163574219,16.290430068969727,19,357,Belize,NA
-88.695159912109375,16.247655868530273,19,358,Belize,NA
-88.87909698486328,16.01664924621582,19,359,Belize,NA
-88.9117202758789,15.95600700378418,19,360,Belize,NA
-88.89404296875,15.890625,19,361,Belize,NA
-59.493309020996094,13.081982612609863,20,363,Barbados,NA
-59.521873474121094,13.062206268310547,20,364,Barbados,NA
-59.611328125,13.102100372314453,20,365,Barbados,NA
-59.64277648925781,13.150293350219727,20,366,Barbados,NA
-59.64668273925781,13.303125381469727,20,367,Barbados,NA
-59.59160232543945,13.317675590515137,20,368,Barbados,NA
-59.48788833618164,13.196825981140137,20,369,Barbados,NA
-59.42763900756836,13.152783393859863,20,370,Barbados,NA
-59.493309020996094,13.081982612609863,20,371,Barbados,NA
-59.78759765625,43.93960189819336,21,373,Canada,Sable Island
-59.92226791381836,43.903907775878906,21,374,Canada,Sable Island
-60.03774642944336,43.90664291381836,21,375,Canada,Sable Island
-60.1142578125,43.93911361694336,21,376,Canada,Sable Island
-60.11748123168945,43.953369140625,21,377,Canada,Sable Island
-59.93603515625,43.93960189819336,21,378,Canada,Sable Island
-59.866355895996094,43.94717025756836,21,379,Canada,Sable Island
-59.727149963378906,44.002830505371094,21,380,Canada,Sable Island
-59.78759765625,43.93960189819336,21,381,Canada,Sable Island
-66.273773193359375,44.29228591918945,22,383,Canada,5
-66.3241195678711,44.25732421875,22,384,Canada,5
-66.3119125366211,44.291603088378906,22,385,Canada,5
-66.25048828125,44.379005432128906,22,386,Canada,5
-66.2103500366211,44.39204406738281,22,387,Canada,5
-66.273773193359375,44.29228591918945,22,388,Canada,5
-66.76249694824219,44.681785583496094,23,390,Canada,Grand Manan Island
-66.8970718383789,44.62890625,23,391,Canada,Grand Manan Island
-66.8447265625,44.763916015625,23,392,Canada,Grand Manan Island
-66.8021469116211,44.80537033081055,23,393,Canada,Grand Manan Island
-66.74540710449219,44.79140853881836,23,394,Canada,Grand Manan Island
-66.75337219238281,44.70981216430664,23,395,Canada,Grand Manan Island
-66.76249694824219,44.681785583496094,23,396,Canada,Grand Manan Island
-60.961570739746094,45.48994064331055,24,398,Canada,9
-61.00288009643555,45.48173904418945,24,399,Canada,9
-61.01250076293945,45.49604415893555,24,400,Canada,9
-61.076171875,45.53730392456055,24,401,Canada,9
-61.08174133300781,45.55781173706055,24,402,Canada,9
-61.025978088378906,45.57734298706055,24,403,Canada,9
-60.912452697753906,45.56728744506836,24,404,Canada,9
-60.953025817871094,45.515525817871094,24,405,Canada,9
-60.961570739746094,45.48994064331055,24,406,Canada,9
-73.6953125,45.58549880981445,25,408,Canada,10
-73.81591796875,45.56489181518555,25,409,Canada,10
-73.85771942138672,45.57358169555664,25,410,Canada,10
-73.72465515136719,45.67182540893555,25,411,Canada,10
-73.5723648071289,45.694480895996094,25,412,Canada,10
-73.6953125,45.58549880981445,25,413,Canada,10
-73.5665054321289,45.469093322753906,26,415,Canada,11
-73.6435546875,45.449119567871094,26,416,Canada,11
-73.77533721923828,45.467628479003906,26,417,Canada,11
-73.92021179199219,45.44194030761719,26,418,Canada,11
-73.9605484008789,45.44140625,26,419,Canada,11
-73.8529281616211,45.51572036743164,26,420,Canada,11
-73.68744659423828,45.561424255371094,26,421,Canada,11
-73.5224609375,45.701171875,26,422,Canada,11
-73.47607421875,45.70473861694336,26,423,Canada,11
-73.53886413574219,45.54643630981445,26,424,Canada,11
